,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
18,0.01675732930501302,0.004107692899684593,0.32935404777526855,0.01986028495240573,ball_tree,5,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 5, 'weights': 'uniform'}",0.7237177670728252,0.720884103145367,0.7217342023236044,0.7221120241805989,0.0011872867752882406,93
19,0.015604893366495768,0.002157766122386496,0.2777593930562337,0.02405671062611514,ball_tree,5,5,distance,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 5, 'weights': 'distance'}",0.678095777840748,0.6571266647775574,0.6820629073391896,0.6724284499858317,0.010940536307222241,185
20,0.020252386728922527,0.005669272623080426,0.40798457463582355,0.045496924519120956,ball_tree,5,10,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 10, 'weights': 'uniform'}",0.7534712383111363,0.7565882686313403,0.7554548030603571,0.7551714366676112,0.0012882007836956641,57
21,0.01850732167561849,0.0037277674352488178,0.3257022698720296,0.020189724041384055,ball_tree,5,10,distance,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 10, 'weights': 'distance'}",0.6962312269764805,0.6843298384811561,0.693964295834514,0.6915084537640502,0.005159724297250447,167
22,0.016882658004760742,0.0053184826325625885,0.45683685938517254,0.06121906413945321,ball_tree,5,25,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 25, 'weights': 'uniform'}",0.760272031737036,0.7611221309152735,0.7619722300935109,0.7611221309152735,0.0006941030724803665,40
23,0.02314297358194987,0.004693804950252725,0.5178050994873047,0.07249110620831867,ball_tree,5,25,distance,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 25, 'weights': 'distance'}",0.7140833097194673,0.6996316236894304,0.7194672711816379,0.711060734863512,0.008375169527783482,129
24,0.02650308609008789,0.004017411018391159,0.6254185835520426,0.027640743744255136,ball_tree,5,50,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 50, 'weights': 'uniform'}",0.761688863700765,0.7619722300935109,0.761688863700765,0.7617833191650137,0.00013358019858063737,19
25,0.01576574643452962,0.0018794991044559222,0.5240929921468099,0.023949527175983615,ball_tree,5,50,distance,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 50, 'weights': 'distance'}",0.7214508359308586,0.7115330121847548,0.7265514310002834,0.7198450930386322,0.00623549161957083,114
26,0.02709801991780599,0.009065507019815114,0.6958609422047933,0.031777203187081306,ball_tree,5,100,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 100, 'weights': 'uniform'}",0.7619722300935109,0.7619722300935109,0.7619722300935109,0.7619722300935109,0.0,1
27,0.02295406659444173,0.005743469426926429,0.640242338180542,0.06508628131834382,ball_tree,5,100,distance,"{'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 100, 'weights': 'distance'}",0.7274015301785208,0.7177670728251629,0.7296684613204873,0.724945688108057,0.005159724297250447,73
28,0.02724798520406087,0.00455808435973595,0.30444566408793133,0.01699201882194021,ball_tree,10,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'uniform'}",0.6409747803910456,0.6208557665060924,0.6378577500708416,0.6332294323226598,0.008841556190676505,235
29,0.022304614384969074,0.006134004773266295,0.23685693740844727,0.015576775899257603,ball_tree,10,1,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'distance'}",0.6409747803910456,0.6208557665060924,0.6378577500708416,0.6332294323226598,0.008841556190676505,235
30,0.02005632718404134,0.003630033124061067,0.37759240468343097,0.024059524074943016,ball_tree,10,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'}",0.6962312269764805,0.6871635024086143,0.6916973646925475,0.6916973646925474,0.003701883053228546,158
31,0.020670970280965168,0.005508010079894282,0.2632766564687093,0.015723017824231692,ball_tree,10,3,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'distance'}",0.662510626239728,0.646642108245962,0.6579767639557949,0.6557098328138283,0.006673664582093413,213
32,0.019383033116658527,0.004707389430198571,0.37428561846415204,0.08203216061807533,ball_tree,10,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'}",0.7240011334655709,0.720884103145367,0.720884103145367,0.7219231132521017,0.0014693821843868543,94
33,0.013081073760986328,0.0003652132184536779,0.37807361284891766,0.026017526889182265,ball_tree,10,5,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'distance'}",0.678095777840748,0.6574100311703032,0.6814961745536979,0.672333994521583,0.010643752033755728,186
34,0.019856691360473633,0.001390354633367413,0.5323059558868408,0.016801125185957624,ball_tree,10,10,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'uniform'}",0.7534712383111363,0.7574383678095777,0.7551714366676112,0.7553603475961084,0.0016250732534320552,55
35,0.034988721211751304,0.016070365995762732,0.383134921391805,0.02343331292464393,ball_tree,10,10,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'distance'}",0.6965145933692264,0.6840464720884103,0.6936809294417682,0.6914139982998017,0.005336524753688686,169
36,0.024521271387736004,0.010856892086317306,0.42255139350891113,0.022084368883377763,ball_tree,10,25,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 25, 'weights': 'uniform'}",0.760272031737036,0.7611221309152735,0.7619722300935109,0.7611221309152735,0.0006941030724803665,40
37,0.0187686284383138,0.004011929141402072,0.354442040125529,0.033493134494855366,ball_tree,10,25,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 25, 'weights': 'distance'}",0.7140833097194673,0.6996316236894304,0.7194672711816379,0.711060734863512,0.008375169527783482,129
38,0.021747907002766926,0.004592484132906193,0.49770935376485187,0.0472542790656916,ball_tree,10,50,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 50, 'weights': 'uniform'}",0.761688863700765,0.7619722300935109,0.761688863700765,0.7617833191650137,0.00013358019858063737,19
39,0.016936620076497395,0.0030716617786947335,0.3738073507944743,0.05012110133623047,ball_tree,10,50,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 50, 'weights': 'distance'}",0.7214508359308586,0.7115330121847548,0.7265514310002834,0.7198450930386322,0.00623549161957083,114
40,0.02556133270263672,0.006470740467827577,0.5354366302490234,0.0026996882737792952,ball_tree,10,100,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 100, 'weights': 'uniform'}",0.7619722300935109,0.7619722300935109,0.7619722300935109,0.7619722300935109,0.0,1
41,0.017613331476847332,0.004142647719996713,0.46169137954711914,0.020625715743535125,ball_tree,10,100,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 100, 'weights': 'distance'}",0.7274015301785208,0.7177670728251629,0.7296684613204873,0.724945688108057,0.005159724297250447,73
42,0.01877760887145996,0.0026835800552127364,0.25049670537312824,0.006931449415722841,ball_tree,50,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'uniform'}",0.6412581467837914,0.6219892320770757,0.6384244828563332,0.6338906205724001,0.008494692417461827,219
43,0.017674605051676433,0.002580437742045686,0.18584195772806802,0.014020814950500908,ball_tree,50,1,distance,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'distance'}",0.6412581467837914,0.6219892320770757,0.6384244828563332,0.6338906205724001,0.008494692417461827,219
44,0.01875003178914388,0.0005284932143690075,0.31286923090616864,0.022215991233388344,ball_tree,50,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 3, 'weights': 'uniform'}",0.6928308302635308,0.6874468688013602,0.6933975630490223,0.6912250873713045,0.002681603771904838,178
45,0.023869752883911133,0.000882526072143479,0.21611579259236655,0.01456027978352812,ball_tree,50,3,distance,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 3, 'weights': 'distance'}",0.6602436950977614,0.6472088410314537,0.6596769623122698,0.6557098328138283,0.006015559961496405,213
