,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,0.02736067771911621,0.007709305639853129,0.006057357788085938,0.0027085051964019654,gini,1,sqrt,0.25,5,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 5}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
15,0.041490793228149414,0.01107542064564448,0.006688070297241211,0.0030099852110339193,gini,1,sqrt,0.25,10,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 10}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
16,0.13063359260559082,0.0018643773904699116,0.01607685089111328,0.007709442661162111,gini,1,sqrt,0.25,50,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 50}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
17,0.27277402877807616,0.01976585284446317,0.014386606216430665,0.0026697129558340893,gini,1,sqrt,0.25,100,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 100}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
18,0.7432934284210205,0.05368234053740521,0.029656362533569337,0.006616481295606914,gini,1,sqrt,0.25,250,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 250}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
19,1.341940975189209,0.08236050697375745,0.052174949645996095,0.008762176731394828,gini,1,sqrt,0.25,500,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 500}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
20,2.755771112442017,0.10007607611220991,0.10446982383728028,0.019130956945157682,gini,1,sqrt,0.25,1000,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 1000}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
21,0.026656913757324218,0.005170797801233093,0.004559755325317383,0.002102938772425578,gini,1,sqrt,0.5,5,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 5}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
22,0.04903059005737305,0.009686850739785358,0.005030012130737305,0.0017456312082321155,gini,1,sqrt,0.5,10,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 10}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
23,0.15735130310058593,0.01654271359922179,0.009561872482299805,0.0038661608202754973,gini,1,sqrt,0.5,50,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 50}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
24,0.30792827606201173,0.02935696346781477,0.014729070663452148,0.007476702102774525,gini,1,sqrt,0.5,100,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 100}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
25,0.7272344589233398,0.03900737036479349,0.029253768920898437,0.00980659411356896,gini,1,sqrt,0.5,250,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 250}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
26,1.4243194103240966,0.06254209997683022,0.052768373489379884,0.003145820277040456,gini,1,sqrt,0.5,500,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 500}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
27,2.9436504364013674,0.06177666734834086,0.0943079948425293,0.003728449381053559,gini,1,sqrt,0.5,1000,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 1000}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
28,0.03761730194091797,0.004711847684790622,0.003440666198730469,0.000858635235604685,gini,1,sqrt,0.75,5,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 5}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
29,0.059339714050292966,0.00719879913007002,0.007422399520874023,0.003572654013867608,gini,1,sqrt,0.75,10,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 10}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
30,0.16125984191894532,0.010128566444623831,0.006219053268432617,0.00125551345635343,gini,1,sqrt,0.75,50,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 50}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
31,0.32115516662597654,0.03116642194262503,0.010982942581176759,0.0038219143052351926,gini,1,sqrt,0.75,100,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 100}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
32,0.794026231765747,0.03827946715019054,0.03325686454772949,0.008112231490763658,gini,1,sqrt,0.75,250,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 250}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
33,1.513354206085205,0.06080683267305258,0.05802302360534668,0.012709810853082924,gini,1,sqrt,0.75,500,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 500}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
34,3.084415912628174,0.13778635365609923,0.09117913246154785,0.015168444612009667,gini,1,sqrt,0.75,1000,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 1000}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
35,0.03497605323791504,0.005253393370950631,0.004977989196777344,0.0025934859279355556,gini,1,sqrt,,5,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': None, 'n_estimators': 5}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
36,0.05391120910644531,0.007294842667367867,0.004741096496582031,0.00277424581765432,gini,1,sqrt,,10,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': None, 'n_estimators': 10}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
37,0.18386855125427246,0.021399416129027383,0.007271432876586914,0.002748056587959766,gini,1,sqrt,,50,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': None, 'n_estimators': 50}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
38,0.3933255195617676,0.058769176132074635,0.01890730857849121,0.0027317371426079443,gini,1,sqrt,,100,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'max_samples': None, 'n_estimators': 100}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.7633443552196505,0.7628719886632026,0.7631057186684705,0.00019908849416844668,273
